feature_ids	Ath_WT_R1_expression	Ath_WT_R2_expression	Ath_hy5_R1_expression	Ath_hy5_R2_expression
AT5G02830	2.468283345514936	2.150998571968184	4.412124505392628	4.499077402914482
AT4G15800	6.128917840252052	6.019149860172319	3.9601766080261087	4.287974091465028
AT5G09978	4.825567563119749	4.578019667350722	0.0	0.0
AT3G57470	0.0	0.0	2.6357766540879948	2.3474438623855653
AT1G58250	1.0112472883510473	0.9572147139921869	2.8501991127496873	3.010491671878467
AT5G66060	1.793812868306769	1.86772495848892	4.341162943817087	4.514497757915021
AT1G68720	2.172044522367612	2.1326650228705786	3.9307317965700603	4.235902872158154
AT5G03545	9.0905356144867	9.11659925545368	5.404259238472202	5.644074729246491
AT5G03540	1.940073203149687	1.8894942285853458	4.0813435639549285	4.057531155995802
AT2G21440	1.5156948661455616	0.4203940126610909	3.241577865281573	3.1248990595424564
AT2G24765	5.539588829559387	5.769359649194861	3.4798392087338277	3.3858647282323258
AT4G11830	1.6566840061887556	1.8641602806255186	3.782327376984287	3.596322481615004
AT4G26700	1.7256177326291384	2.247195420186606	4.168278765310223	4.547045032048744
AT5G64580	0.619100939419933	1.2254353821203094	4.058680371067973	3.8940462082660683
AT2G25170	1.5357049745132663	1.784248845280313	3.291467030814156	3.753692401394749
AT1G57770	4.594082380591526	4.818591709825107	1.105471862526604	3.021771765047978
AT1G79000	1.5693757869190048	1.0216842460512177	3.2628503929145527	3.9064072395425278
AT3G04160	0.0	0.0	1.7775016945367785	2.378730002969523
AT1G79830	2.7023859395640337	2.1718592605600295	5.198275487753624	5.310207752146478
AT1G77330	5.2469030347781125	5.335224354507345	3.1537219435902317	3.200743133184258
AT4G15180	1.1593437732878527	1.646483208849021	3.2013290070104854	3.5518851838033627
AT2G19110	2.519119617064956	1.8553634976186684	4.029952082002545	4.277842083482902
AT4G33500	1.4417524390444882	1.8215201072728064	4.094179116359881	3.6307279362405382
AT1G62310	0.0	0.0	2.0651421192868042	2.4934211268675712
AT3G50380	0.28940380046822156	0.16111328779864742	2.153657452374046	1.6459253157085674
AT2G25850	1.337635189472831	1.8532787731508384	3.141077613084216	3.499602678457185
AT5G59140	5.850395126735088	5.660943645787737	3.6656130440917316	3.093693628078426
AT4G12490	1.7712179204602831	2.2334058257223743	6.175039766945521	6.3259353919223
AT3G14172	0.642525961167989	0.5307757284932432	3.0659441335528514	2.755459139202207
AT4G09760	1.6248514918842833	1.4975121734701335	3.7962294183643133	4.166266889445167
AT4G10120	2.0261674771039733	2.510421114497681	5.186971314488157	5.395141935543879
AT2G01021	14.791762010952176	14.710576408665933	18.403194087238866	18.130242124353696
AT1G22890	4.537259576958249	4.81078379925695	0.0	0.0
AT5G17440	0.0	0.0	2.4533584449800863	3.3632638361416825
AT4G28080	4.358021617324342	4.448501153372333	6.4062856377422035	6.577435547561454
AT2G39580	0.38614333583510374	0.9078386656695638	3.321876806772533	3.3751725226427767
AT4G37920	0.0	0.0	3.1911532663214595	2.644709959803191
AT4G38950	1.5714369767169614	1.7941571156814395	3.3512308856728024	3.5239725395056474
AT1G19200	4.754569381270796	5.258623720895692	0.0	2.168708859176696
AT4G36520	1.1459447234321651	0.8307351539816726	2.835417661286455	3.232684456411656
AT3G03300	0.0	0.0	1.6568721273190437	1.437390155548371
AT3G54010	1.9871387901362856	1.882700948980385	3.623967129314215	4.122759078035606
AT5G21020	9.155402909590094	9.198902206879634	7.154848237865687	7.199798694187754
AT2G40430	0.0	2.1924098488301773	4.29311181115909	3.973734946643287
AT2G03140	0.7170798288017499	0.6796898099298937	2.474475749370402	2.576769498936346
AT4G02405	0.0	0.0	3.5923831857330266	2.761594374039459
AT4G02400	0.0	0.0	2.5574648147346677	3.3226185423018646
AT3G48110	0.9227833137794957	1.299592183759609	2.741235496773724	3.108811237531768
AT5G18030	5.048639894536766	5.144294020260019	3.2944017464892914	2.7320404501998214
AT4G26630	3.454559347181169	3.3422932068978706	5.951478033896057	6.2467938451847775
AT4G13235	3.7521497337658745	4.4388830535746715	0.0	0.0
AT1G49245	8.554576559780601	8.352905841953069	5.883565942737374	5.839516969393817
AT4G18240	0.8465630692599836	1.1375323087397475	3.453301244768027	3.9501257541033965
AT5G19220	4.169695544863848	2.8814196115290325	6.446140625010002	6.655661263787978
AT5G09410	0.0	0.8782663006820773	2.8321877522240713	3.2435586081935037
AT2G17930	1.1122709717323243	1.0298243165798828	2.963509050371045	3.1704623410078554
AT2G25730	1.8703669014904067	1.9397095293015547	3.626913176146538	3.698636961456737
AT3G45850	0.5285023520058925	0.826197929588814	2.8461331753878163	3.5482879749589866
AT5G47890	8.85396933897106	8.771106896129778	6.07738947681195	6.741910690957893
AT3G06930	1.174116252001946	0.0	3.4506395381276747	4.5072792882565755
AT1G75750	9.533859563629552	9.551879110698861	7.6218265539301475	7.412889884185687
AT3G07910	6.056648019645009	5.505738468604065	3.422330587866443	3.3056823461868516
AT5G55040	2.5659468596716644	2.7882122945375065	4.5258994253612626	4.639002839297258
AT5G49680	0.0	0.0	0.7909678865803235	1.467856234514933
AT4G17140	0.7967677470700391	1.0948044438161009	2.7698209000421317	2.821389008894976
AT3G44265	0.0	0.0	4.895905348369159	4.932199049815589
AT5G16680	0.8594967188064373	1.0675725613994844	2.8907697940821993	3.397277501611631
AT2G22795	2.7354594291985115	2.945572666890089	5.111549829832557	5.552549193566547
AT2G24650	0.0	0.0	1.7543821726759437	2.298044708256376
AT5G56850	1.895153068991504	2.2531209471145175	4.970227886018068	4.813154113501678
AT5G44110	5.4129607281280485	5.39545425279124	2.136782596137733	0.0
AT3G01310	1.3477713541118421	2.2957398453507154	3.6268733776296207	3.774602472075044
AT3G56400	0.0	1.7551443450053554	4.212051138678036	4.727257836494812
AT5G53740	0.0	0.0	4.75561278182076	4.4202505742082785
AT1G65800	1.047378861213501	1.558744055048988	3.8744899326263824	3.762412969640755
AT5G24620	2.76794036374877	2.7064647555799457	5.423479198821362	5.640769820713703
AT2G16740	3.4362753987366754	3.4571712414786058	0.0	0.0
AT5G56210	1.5640447110652007	0.0	3.343518073922069	3.7943037345532367
AT1G67890	1.6282857344783754	0.83123006919203	2.8493232243043303	3.3348421888999
AT3G10380	1.069756902963897	2.4262970489645963	3.648316091767533	3.9342814041921788
AT1G07600	3.3182758237950365	3.434930927708943	12.338112478314137	5.149604712842578
AT3G51150	1.1476668581226936	0.7884069562891313	3.498564159180683	3.6676204935522465
AT4G08593	0.0	0.0	4.5390339126773025	5.087856043355218
AT1G70060	0.43036077018631963	0.0	2.535518127885692	3.015947835709243
AT3G29320	2.823234738451791	3.3968731845381033	5.8525693215889785	5.499890052010737
AT2G03965	0.0	0.0	7.490556098890986	7.595314565092662
AT1G13220	0.0	0.0	1.9985887194517342	2.6024298458777415
AT1G52060	4.521993326928845	4.610590769786616	2.3060516296914577	1.9414184612544843
AT1G58602	2.9621277743020804	2.843829322019435	4.930122353918827	5.227246749285366
AT1G73790	4.580008419700291	3.8310883848391	0.0	0.0
AT1G74210	1.8639786536780643	0.0	4.369530823981515	4.327930372748349
AT3G05380	0.0	0.0	1.6414309112021568	1.839950487377993
AT3G22530	0.0	0.0	4.37606248211362	4.462553140616733
AT2G47980	1.0189854820346373	0.8103357396644703	3.246835901424052	3.124942101850257
AT4G11420	3.337984721497206	3.136466097508543	5.384106548013941	5.5810032345272536
AT2G03150	1.1348189792829273	0.3002769783188734	3.6168689150518363	3.8888414576041432
AT5G60250	0.0	0.0	1.8330986897760235	2.1196349104993355
AT1G47830	5.312590498654202	4.923873997421427	3.010287887773847	2.4768662736128464
AT1G27350	6.507488365614945	6.615352358100124	2.843601285435923	4.323487159286453
AT4G06643	0.0	0.0	4.664652178339843	4.554053796443175
AT1G24190	0.865391460042121	0.808476531685909	2.9109198827615255	2.654983999485823
AT5G15450	2.8095951725508406	3.424651139352319	4.955346246977882	5.356295117084993
AT3G27050	4.591385007777249	4.282289554355517	0.0	0.0
AT3G17970	1.4179614460513073	1.2082329204221227	3.402469366150485	3.6596001743140905
AT3G06390	6.6575301937452505	6.636329957539189	4.119581780246609	3.812338000149733
AT3G03270	5.365381548930439	5.461297502711051	0.0	0.0
AT5G63420	1.958777805544841	1.908225495722475	3.69224828693722	3.8779720274408214
AT1G49670	2.5552076576152722	1.2857601600235835	4.109403321046476	4.05616591941396
AT5G55660	2.3052075898206854	2.2649617169270155	5.148986504220576	5.437615937316511
AT5G20790	8.353855574428545	8.252457484206243	5.281527414090609	5.318272109217507
AT5G54530	3.5524229042651774	4.011386172666651	0.0	0.0
AT2G28780	0.9763505906269968	1.2896167790582715	3.5579642796611184	3.4012670137964136
AT2G45990	0.6017868572229329	2.015930241793756	4.664510359749912	5.575335401828823
AT1G77920	0.0	0.0	2.651557383476996	3.1265780903564293
AT1G12800	2.4642250169598903	3.100549352552954	5.540773135690981	5.20614678973165
AT3G24517	0.0	0.0	4.128312794075339	4.325994513423564
AT4G12830	0.0	0.0	3.879967437636895	3.4807918686533306
AT2G20840	4.55983264038338	4.013186372192886	2.384327091995093	0.0
AT1G56045	11.298825169019665	11.203744333292141	8.654650039940732	8.816880905208365
AT5G64840	4.658049461365271	4.798321476943159	6.584723909355147	6.929981383118054
AT5G60540	5.042631357091467	4.492549639472145	2.6277552114984557	2.0802230972777185
AT1G15910	1.7627789652366819	0.5349768061202922	3.5522927878837476	3.635218700214334
AT5G45260	0.8444829666732743	0.2692102379455278	2.5250116597227903	2.288175029158018
AT5G42600	0.4917320807042748	0.7261380361225227	2.682360431878087	3.929714669526636
AT2G47410	0.7317161250708015	0.49387135815057864	2.3039641527440247	2.2684507931228852
AT1G66840	1.783401625703391	1.1286266325804581	3.963225975903364	4.055327129878546
AT2G05540	8.154833645734184	8.117070657584302	5.934220134909876	5.938763721319819
AT1G65070	2.100540107678311	0.7723548956495719	3.6473427639161984	3.5939955397854244
AT1G79990	2.5414952632528767	3.1637854543208275	4.749715886962231	5.662596957768586
AT5G58240	4.746332166714728	4.962332742797866	0.0	0.0
AT3G08520	10.703849703216056	10.805256690899878	7.9781290121496795	7.8559816548668815
AT1G33040	4.461034536619704	3.7718788921648128	6.214335950185962	6.31401572244305
AT5G42030	2.5786863303034573	2.212503781502161	4.063709671519385	5.138266352567317
AT1G10865	5.232528642416749	5.274766553086518	2.994745598284684	0.0
AT1G47400	5.099166821548787	4.692162093140943	2.043698583322837	1.4044283798680426
AT5G06110	2.4383403518293383	2.515888086502952	4.2571468935614165	4.4850077364727445
AT1G10760	2.218355375420789	2.2602537924017576	5.5405697846698025	5.803017382756295
AT2G11225	0.0	0.0	4.624541178951709	5.4700490836636115
AT5G25830	3.4647451717096693	3.051184866745306	0.0	0.0
AT2G28250	0.0	0.0	2.0027279938848728	2.2872951286437804
AT2G18300	3.583809020817204	3.3658489650813395	5.4480600350654695	5.841893111020341
AT2G16485	1.7936806950413884	1.790873331040281	3.4688656532576916	3.688804966972239
AT5G51510	3.035673835784611	4.611765439300966	0.0	0.0
AT5G53850	0.0	1.2910881284023177	5.322716578264439	5.054064550544913
AT3G28220	1.7609005052927118	2.5984478881654303	4.2593153199509	4.338319321692935
AT2G46020	1.8924690319564745	1.84947251480074	3.9258228916261424	3.9892055152548385
AT5G41790	2.187082064196168	2.2038246122343454	4.453534444117861	4.636793536443265
AT2G24040	3.8464475143545367	4.096908303764563	0.0	0.0
AT2G15790	3.4421180660443573	3.1756735167783927	5.459942108668975	5.535482260124777
AT1G06150	2.07368602695998	1.2414798998143617	3.757979800680934	4.742855099196307
AT1G73980	1.5372697650633003	0.0	3.153067724185983	3.4217907503134013
AT5G63530	3.6051201041836936	2.9027412665490764	5.690227135733238	6.160864164613231
AT5G16030	3.6701600401697148	2.9521931034785625	6.13745002494112	5.823463382624281
AT2G14610	1.138643315838133	2.7670840731776836	6.575921110788858	6.485463860132309
AT5G42400	0.0	0.0	1.4927215681366897	1.7091222080823558
AT3G11010	0.5384513982546296	0.0	2.8317699706223	2.729142018625888
AT5G08640	4.30015872076195	4.213771233103297	2.3268896174183333	1.9877718081209792
AT2G30750	0.0	0.0	2.53006341200453	3.1027211853832153
AT1G53030	4.864094475783515	5.140858977034362	0.0	0.0
AT3G01345	0.0	0.4447320280116264	6.8807261656745276	6.990949677662329
AT2G46880	3.3899985033388997	2.1394193876080263	0.0	0.0
AT4G37820	2.038229200111525	1.559028828121866	4.237312846769112	4.236903758117339
AT3G16660	8.73857576413695	8.663182392411	6.367885900112949	6.360368024535234
AT4G00040	1.5771688003597235	1.986319741583594	4.116349950166027	4.214705251881882
AT1G14880	0.0	0.0	3.7926479276268372	5.028970491405644
AT3G19720	2.452816636461977	1.6053055996206351	4.2467331306003695	4.272962458456591
AT5G20180	6.2714855522585164	5.9950491930503995	3.729237142193398	3.070683345851317
AT5G45060	0.5777231995209978	1.3657854319031657	2.822233594279144	2.9498364198435896
AT5G22640	3.902723263853829	3.8945786704412244	6.526366338374282	6.507093773463382
AT5G56730	0.0	0.0	2.036689510691038	1.8743176664604877
AT3G14340	4.808802910231443	5.1724223919614944	0.0	0.0
AT3G23890	0.28292839527676433	0.9663901589098287	2.605285189605994	2.7254815688149203
AT4G23980	1.8118779933243547	1.8152281624695126	3.3635198902159553	3.781141088441731
AT5G10470	1.953361362735845	1.7405487896162142	3.794919472110295	4.230937726501243
AT2G02570	1.5978245684988353	2.3957403043924437	3.7782900380459115	4.729805514937646
AT5G62575	6.228532972408206	5.702695602944189	1.7007012556968975	0.0
AT5G66985	5.381703514548665	5.012055110737574	2.753934348148963	2.8197824920441508
AT2G34640	2.62222453719857	2.4441065202797763	4.49848909673568	4.228448775278083
AT4G29200	0.0	0.0	3.633646521272946	3.938297688546113
AT4G07965	0.0	0.0	5.271219098823503	5.931769911856668
AT2G42270	1.4346511520756586	1.4973142825837606	3.2122026846732705	3.493068714545555
AT1G10490	2.654083871093735	2.8613886254821868	0.0	0.0
AT3G62900	1.4990114112067516	1.342520005932145	3.038185106285466	3.552657326521379
AT5G22500	0.0	0.0	3.328894667708049	3.5359895642813015
AT2G14560	0.0	1.614364688185088	6.876775474704766	6.750362716683775
AT5G08760	0.0	0.0	3.9264184452836237	4.879811383422054
AT5G10910	3.4151649593626683	2.5431281937091965	5.135469041718862	5.15367599865184
AT5G42530	7.134966552438851	7.0018419376901395	9.85322418032148	9.872526986679777
AT1G13120	0.0	0.0	2.2589730081557216	2.896591983026721
AT3G56020	12.983741869275336	12.946087768883764	10.294492349553805	10.567013748072153
AT3G16840	0.0	0.0	2.98976719533674	2.3489545842257153
AT4G33060	0.0	0.0	2.340901815924627	2.828129265143881
AT3G21290	0.9261695190921333	0.5030701878961534	2.210920997336212	3.2499360124842607
AT5G47690	1.5479335473985363	2.167713947263038	3.603201161313724	4.338619897163353
AT3G12810	0.6922725322497963	0.32276600997961274	2.7632163344131153	2.873987139025231
AT5G61150	2.3301985743904847	2.268243734034812	4.6280230770289545	4.522590569460505
AT3G44480	1.5223559602550254	2.0231191218631333	3.6950567245429013	4.011542509413954
AT5G63140	4.301797584465779	4.307923702589141	2.6873196909694657	1.1625449307390623
AT2G19720	3.840744548722196	4.251938592671187	0.0	0.0
AT4G20850	3.2492643713202076	3.0246645247415014	5.655911618007587	5.72714004855392
AT5G55100	1.2641864499320923	1.4099782195786197	3.4503362058371043	3.8109003722532724
AT5G04560	1.3466468937649512	0.6645841201662187	2.987537420733986	2.778307598442464
AT1G18070	2.1264314555881887	2.0351297250198392	4.51698151523023	4.8920674706042195
AT1G02920	3.8861440585651983	3.4930054579466137	6.1187551082102365	6.364572198471885
AT2G38940	5.37701225141919	5.379075132899507	3.579325566975383	3.2193703447429587
AT5G55310	0.7468416329702747	0.44795990172166694	3.3536866366616453	3.294331615867714
AT4G10060	2.4365341463871735	2.3283414668614086	4.18797923201145	4.486254225585835
AT5G35210	1.8840925777951147	2.2010967964148267	4.030697307388899	4.1677280327145505
AT1G72410	1.475097038848096	1.4779515445785878	3.3539043425384594	3.660203372154776
ATCG00630	13.770177283986909	14.225937986857101	11.222520839470985	11.810345886639523
AT5G40340	1.8040404287776937	2.2084562817811553	3.8083911122466807	4.170852432604755
AT1G35710	0.7282550907052167	0.8845282626803805	3.056914983825809	3.507565097591849
AT3G13857	9.478610902950274	9.22273717684122	6.921336987370906	7.016550997990472
AT3G55470	0.0	0.0	2.845272943488178	3.9728748605308053
AT5G02880	1.5132518515787308	1.4806975975894232	3.4311392484352017	3.367064046896537
AT5G57290	9.91545362478614	9.909077262526173	7.623211367243937	7.901508691852358
AT1G05570	1.8014328444022902	1.5199940417283824	3.422043238909215	3.2843462084509336
AT2G40650	1.7605176178460953	2.5371301850509136	4.366539992902204	4.487096523481302
AT4G29750	0.9690628502155352	1.5014935362442772	3.3445864864190034	3.3180475525317314
AT2G03090	5.784989847941696	6.197326169103607	3.9840411334550274	3.9239026029554163
AT1G14840	1.8220427338537961	1.6645311403258676	3.695790268004348	4.259822314334373
AT2G18193	0.7875063944757597	0.679802551190221	4.017555285249475	3.9635651230347007
AT1G33960	0.0	0.0	3.7028713553718586	3.641824063748148
AT1G21580	1.796384843515546	2.1281308537009864	4.0436845807922035	4.465968462466825
AT5G27330	2.426075577533418	2.5701596942733893	4.854712981216332	5.295510974365268
AT4G13395	5.94365723228685	5.991063955350392	1.80151539519909	3.1483576865215057
AT5G22330	0.0	0.0	3.6211068229408627	2.0633336257692605
AT1G49870	0.0	0.0	2.114731037803142	2.1693948908415464
AT4G32420	0.9208601333432119	1.3461259197256734	3.3818918997613885	3.614905428158584
AT2G43640	3.570474685365011	4.239445128817684	0.0	0.0
AT5G59030	7.656316033396564	7.567395016401761	5.261237100062051	5.405162416873748
AT1G79380	2.3532796674646272	3.4769459648118533	4.936304180227809	5.26181547175923
AT1G10890	1.268506918439687	1.4466959267326516	3.8247153393112416	3.748418822166552
AT5G57785	5.690411758801975	5.718920287404054	3.2188404714455934	3.873495305866399
AT2G25650	0.5634440007094311	0.0	5.299802687276896	5.2496586181890255
AT4G31570	0.6861110249112004	0.4790582055585683	2.5506942710460567	2.8121060159980464
AT2G04350	2.356288455513037	2.3599030938081147	4.785003167566276	4.565597887182666
AT1G53800	2.1526299668766584	1.5048714635878595	4.30330340805581	4.361058470139407
AT3G11590	2.105458418403423	2.185029479010628	4.188709332330395	3.922628760653757
AT5G14370	3.3759184016194523	4.086550004388405	5.601007966177695	6.032778115838864
AT5G60100	0.0	0.0	2.2485801357517876	2.9119401808953733
AT3G44735	5.379061665070928	4.749150544551796	0.0	0.0
AT1G01580	2.248652073617403	2.545479187021411	0.0	0.0
AT3G09922	6.101327685166629	6.185237260903521	1.697913954197442	2.790437345450097
AT3G09920	1.2479290186718306	1.2208366013286867	3.8112099216426913	3.782664679924648
AT5G17610	4.304220703107319	4.352055641754728	0.0	2.041723311324345
AT1G71220	0.8775146912692043	0.7435447274911088	2.816019805113982	3.3481407554460243
AT5G04020	0.9717000650398959	0.8502283513049795	2.725129402342461	2.370631112249158
AT3G25690	3.5445027779341594	3.597694557612001	6.124965308333488	6.262853988346906
AT5G03940	2.9920562853534123	3.360476814513768	5.437421354612599	5.754133324007461
AT2G17040	0.0	0.0	3.3390349559588524	3.2008005951816565
AT5G10100	3.781363732807544	4.08778399450246	1.3181063749803448	1.255370249314867
AT4G14510	0.690773176068721	1.1774673937873765	3.260842297730758	3.2227051148865677
AT4G27120	1.42427830701209	2.623793904286318	4.305454594340277	4.269387682915643
AT5G12240	4.828120374977321	5.063656451293239	0.0	2.2591861067191834
AT3G13330	1.006679920759674	1.3551805203067013	2.788870582968855	2.6380483002633834
AT5G47500	4.252162855022021	3.6139497675626044	6.347374362413333	6.345936749600247
AT1G77090	2.518374269645732	2.7115645361981513	4.93829983275999	4.558013644881291
AT1G66980	1.9150924892168752	2.109123185706766	4.003057995497299	3.731327010566573
AT1G50030	0.6047376451990977	0.36055043642988455	2.4309193681026304	2.567520211650265
AT5G65780	1.8648063054343293	2.7873958818845708	4.402247574139568	4.6129398964063615
AT2G34585	9.089603564788046	9.045271907851983	6.511206620954879	6.309222807539987
